Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
1980-12-12,0.09872592985630035,0.09915514920846052,0.09872592985630035,0.09872592985630035,469033600,,,,,,,,,,,
1980-12-15,0.09357533603906631,0.09400455538338985,0.09357533603906631,0.09400455538338985,175884800,,,,,,,,,,,
1980-12-16,0.08670708537101746,0.08713629889001713,0.08670708537101746,0.08713629889001713,105728000,,,,,,,,,,,
1980-12-17,0.08885319530963898,0.08928241470884017,0.08885319530963898,0.08885319530963898,86441600,,,,,,,,,,,
1980-12-18,0.09142924845218658,0.09185846202765592,0.09142924845218658,0.09142924845218658,73449600,,,,,,,,,,,
1980-12-19,0.0970090702176094,0.09743828959767906,0.0970090702176094,0.0970090702176094,48630400,,,,,,,,,,,
1980-12-22,0.10173045098781586,0.10216043828512755,0.10173045098781587,0.10173045098781587,37363200,,,,,,,,,,,
1980-12-23,0.10602335631847382,0.10645257557090847,0.10602335631847382,0.10602335631847382,46950400,,,,,,,,,,,
1980-12-24,0.11160314083099365,0.11203235996273116,0.11160314083099365,0.11160314083099365,48003200,,,,,,,,,,,
1980-12-26,0.12190522253513336,0.12233444210120487,0.12190522253513336,0.12190522253513336,55574400,,,,,,,,,,,
1980-12-29,0.12362199276685715,0.124051211997633,0.12362199276685715,0.12362199276685715,93161600,,,,,,,,,,,
1980-12-30,0.12061743438243866,0.12104664198501502,0.12061743438243867,0.12104664198501502,68880000,,,,,,,,,,,
1980-12-31,0.11718375980854034,0.1176129790746809,0.11718375980854034,0.1176129790746809,35750400,,,,,,,,,,,
1981-01-02,0.11847137659788132,0.11932981491606595,0.11847137659788132,0.11847137659788132,21660800,,,,,,,,,,,
1981-01-05,0.1158960685133934,0.11632527615098759,0.1158960685133934,0.11632527615098759,35728000,,,65.88897733443967,,,,,,,,
1981-01-06,0.11074478179216385,0.11117400123095653,0.11074478179216385,0.11117400123095653,45158400,,,56.77816718452164,,,,,,,,
1981-01-07,0.10602335631847382,0.10645257557090847,0.10602335631847382,0.10645257557090847,55686400,,,49.959418063869315,,,,,,,,
1981-01-08,0.10387732833623886,0.10430653631403171,0.10387732833623886,0.10430653631403171,39827200,,,47.18557561796714,,,,,,,,
1981-01-09,0.1094571202993393,0.10988633968072933,0.1094571202993393,0.1094571202993393,21504000,,,53.813572347333434,,,,,,,,
1981-01-12,0.10859866440296173,0.10945709147765531,0.10859866440296174,0.10945709147765531,23699200,0.10681730301249362,,53.813531649734145,,,,0.08483217284428243,0.10681730301249362,0.1288024331807048,41.163986635460645,0.560035770654172
1981-01-13,0.10473570227622986,0.10516492149691645,0.10473570227622986,0.10516492149691645,23049600,0.10713925259452442,,47.992588151098566,,,,0.08545092966711111,0.10713925259452442,0.12882757552193771,40.486231520569206,0.45448400726474614
1981-01-14,0.10516490042209625,0.10559411955676826,0.10516490042209625,0.10516490042209625,14291200,0.10769726984645973,,47.99256070077548,,,,0.08683070861743954,0.10769726984645973,0.12856383107547995,38.75039963179928,0.43931991484918004
1981-01-15,0.10731102526187897,0.10816945239418428,0.10731102526187897,0.10731102526187897,14067200,0.10870600616505284,,51.06224104532043,,,,0.09008284012583861,0.10870600616505284,0.12732917220426707,34.263361696754636,0.46254716034221827
1981-01-16,0.10645263642072678,0.10688185591850931,0.10645263642072678,0.10688185591850931,13395200,0.10960743919549636,,50.4213261858922,,,,0.09331600978175647,0.10960743919549636,0.12589886860923624,29.72686805442542,0.4163491671673591
1981-01-19,0.11289085447788239,0.11332007386707248,0.11289085447788239,0.11289085447788239,41574400,0.11068051949678112,,58.311320646375805,,,,0.09664942878885191,0.11068051949678112,0.12471161020471033,25.35421910146938,0.5787656151296978
1981-01-20,0.1094571202993393,0.10988633968072933,0.1094571202993393,0.10988633968072933,30083200,0.11132438296993712,,53.70891296318695,0.0014691622155965367,,,0.09875626039720052,0.11132438296993712,0.12389250554267371,22.579280904041635,0.4427900515416973
1981-01-21,0.11160314083099365,0.11246156763242546,0.11160314083099365,0.11160314083099365,15904000,0.111818017462096,,55.853100409435925,0.0016052893210145858,,,0.10004559885038153,0.111818017462096,0.12359043607381048,21.05638944225618,0.49087372619894204
1981-01-22,0.11289085447788239,0.11374929325626255,0.11289085447788239,0.11289085447788239,35548800,0.11216139237006643,,57.445297812602696,0.001796371311951303,,,0.10068825892891994,0.11216139237006643,0.12363452581121293,20.458257870572645,0.5317900123605229
1981-01-23,0.11246161162853241,0.11332005022783719,0.11246161162853241,0.1128908309281848,11222400,0.112225776874926,,57.44525700870981,0.0019256060779577477,,,0.10075144479561401,0.112225776874926,0.123700108954238,20.44865698207635,0.5289800769518375
1981-01-26,0.11074478179216385,0.11117400123095653,0.11074478179216385,0.11117400123095653,24640000,0.11168921580971716,,54.410946903685776,0.001867959083135945,,,0.1011066065708383,0.11168921580971716,0.12227182504859603,18.950100351511576,0.47565748828427784
1981-01-27,0.10988636314868927,0.11074479063275017,0.10988636314868927,0.11074479063275017,23699200,0.11104535570301181,,53.64801227819008,0.001767267753625082,,,0.10198811828998207,0.11104535570301181,0.12010259311604156,16.312681166519226,0.4834074642987025
1981-01-28,0.10645263642072678,0.10688185591850931,0.10645263642072678,0.10688185591850931,28156800,0.11033711639968653,,47.2293487083477,0.0013600843957084635,,,0.10236912176207033,0.11033711639968653,0.11830511103730273,14.442999595445,0.2831787897506078
1981-01-29,0.1025896742939949,0.10301889375173469,0.1025896742939949,0.10301889375173469,43904000,0.10960741213353922,,41.83852518867768,0.0007174100319489313,,,0.10176632124687875,0.10960741213353922,0.1174485030201997,14.307592404621964,0.0798723368317832
1981-01-30,0.0970090702176094,0.09786750897774871,0.0970090702176094,0.09786750897774871,46188800,0.1085772187525326,,35.94622732556174,-0.00020522205874413946,-0.0015723251845435233,0.0013671031257993839,0.10026526322448537,0.1085772187525326,0.11688917428057982,15.310680497336552,-0.14423526681813095
1981-02-02,0.09142924845218658,0.09185846202765592,0.09142924845218658,0.09185846202765592,23766400,0.10735387804636601,,30.542650411045663,-0.0014050974185966097,-0.002217760435516795,0.0008126630169201852,0.09700983428379668,0.10735387804636601,0.11769792180893533,19.27092705137628,-0.24900185915596076
1981-02-03,0.09486299753189087,0.09529221118677468,0.09486299753189087,0.09486299753189087,19152000,0.10653832786141273,,35.74380156845005,-0.0020894801541136154,-0.0023217145368270406,0.00023223438271342508,0.09502205659326654,0.10653832786141273,0.11805459912955893,21.619020120396105,-0.006905840339816677
1981-02-04,0.09829675406217575,0.0987259620924324,0.09829675406217575,0.09829675406217575,27865600,0.10613053678597609,,41.16612665021086,-0.0023279478145202953,-0.0020481457577869763,-0.000279802056733319,0.09406643438574361,0.10613053678597609,0.11819463918620857,22.734460345868353,0.17532674773842366
1981-02-05,0.09829675406217575,0.09915518158474187,0.09829675406217575,0.09829675406217575,7929600,0.10583004767338329,,41.16612665021087,-0.0024882521317674544,-0.0017667600600273082,-0.0007214920717401462,0.09330848120969513,0.10583004767338329,0.11835161413707145,23.663537414879922,0.19918725292663378
1981-02-06,0.09872592985630035,0.09915514920846052,0.09872592985630035,0.09872592985630035,13865600,0.10529348815123134,,41.877099294814286,-0.002551254286982302,-0.0014638097721937245,-0.0010874445147885773,0.09252240326989415,0.10529348815123134,0.11806457303256852,24.258071615965996,0.24287390789609517
1981-02-09,0.09357533603906631,0.09443376899668895,0.09357533603906631,0.09443376899668895,16755200,0.10454232202718303,,37.054395033244006,-0.002913935425458855,-0.001461192728536222,-0.001452742696922633,0.09109006614373384,0.10454232202718303,0.11799457791063221,25.735521504776482,0.12428037653777446
1981-02-10,0.09357533603906631,0.09400455538338985,0.09357533603906631,0.09357533603906631,18345600,0.10396284275429053,,36.157528430784055,-0.003233359055637361,-0.0014244930869717822,-0.0018088659686655787,0.08969408549390824,0.10396284275429053,0.11823160001467282,27.449725079383562,0.13600520614134012
1981-02-11,0.090570829808712,0.0910000434516573,0.090570829808712,0.0910000434516573,13843200,0.10325459990576857,,33.535161804908604,-0.003652208783625946,-0.0014746742519682935,-0.0021775345316576524,0.08792786357181587,0.10325459990576857,0.11858133623972128,29.68727078104041,0.10022289849913295
1981-02-12,0.08971163630485535,0.09014162369942762,0.08971163630485535,0.09014162369942762,14560000,0.10239612982764601,,32.68423767265051,-0.004007224718454397,-0.0014637521494373952,-0.0025434725690170017,0.08617700300731279,0.10239612982764601,0.11861525664797923,31.67917937452008,0.12222053431213548
1981-02-13,0.08756553381681442,0.08842396673952138,0.08756553381681442,0.08842396673952138,11155200,0.10147323536869661,,30.989781415189128,-0.004376725795609326,-0.0014666025812738594,-0.002910123214335467,0.0843071916007111,0.10147323536869661,0.11863927913668212,33.833638408421244,0.11991042299705733
1981-02-17,0.08971163630485535,0.09014162369942762,0.08971163630485535,0.08971163630485535,12275200,0.10031427446004526,,33.76214964061972,-0.004513623645198542,-0.0012828003446904595,-0.0032308233005080822,0.08325863215679301,0.10031427446004526,0.11736991676329751,34.00441740730616,0.1891750551907344
1981-02-18,0.09357533603906631,0.09443376899668895,0.09357533603906631,0.09357533603906631,19241600,0.09949872427796211,,41.372776929032064,-0.004261227125250788,-0.0008243230597941649,-0.0034369040654566234,0.0827956641490801,0.09949872427796211,0.11620178440684412,33.574420677434865,0.32268553806336964
1981-02-19,0.0879947617650032,0.08842398116187643,0.0879947617650032,0.08842398116187643,22310400,0.09833976629450625,,35.51388840589386,-0.0044258538633552835,-0.0007911598383189278,-0.0036346940250363557,0.0819432395208575,0.09833976629450625,0.114736293068155,33.34668647583464,0.1976254401460889
1981-02-20,0.08327338099479675,0.08370260038243983,0.08327338099479675,0.08370260038243983,24371200,0.09688035358973413,,31.158654360859323,-0.0048810322090804825,-0.000997070547235301,-0.0038839616618451815,0.08073015110831078,0.09688035358973413,0.11303055607115747,33.340511017983516,0.09202513954695282
1981-02-23,0.08456101268529892,0.08499023199675151,0.08456101268529892,0.08456101268529892,14112000,0.09546386267758983,,32.77289861078634,-0.0051135517867387376,-0.0009836720999148443,-0.004129879686823893,0.08023594721561168,0.09546386267758983,0.11069177813956797,31.902994567499107,0.14201108091538484
1981-02-24,0.0815565213561058,0.08241495446825543,0.0815565213561058,0.08241495446825543,16979200,0.09402591033945476,0.10225445983529996,30.82674204987236,-0.005408646677867751,-0.0010230135928350863,-0.004385633085032665,0.07959290330598831,0.09402591033945476,0.10845891737292121,30.700063379041026,0.09776379779083832
1981-02-25,0.08670708537101746,0.08713629889001713,0.08670708537101746,0.08670708537101746,19488000,0.09282402507636814,0.1020140829455943,38.67088918682094,-0.005235817170949439,-0.0006801472687334191,-0.00455566990221602,0.0802804040913013,0.09282402507636814,0.10536764606143498,27.026668957194985,0.25617328869259964
