Date,Open,High,Low,Close,Volume,Open_SP500,High_SP500,Low_SP500,Close_SP500,Volume_SP500
1986-03-13,0.05970701202750206,0.06237295253786259,0.05437635727563147,0.05437635727563147,1031788800,233.19000244140625,233.88999938964844,231.27000427246094,232.5399932861328,171500000
1986-03-14,0.061839278787374496,0.06290602295599505,0.05970701671908022,0.05970701671908022,308160000,236.5500030517578,236.5500030517578,232.5800018310547,233.19000244140625,181900000
1986-03-17,0.06290602684020996,0.06343909239019836,0.061839282605721885,0.061839282605721885,133171200,234.6699981689453,236.5500030517578,233.69000244140625,236.5500030517578,137500000
1986-03-18,0.06130620464682579,0.06343907954957828,0.06077313920473446,0.06290601410748695,67766400,235.77999877929688,236.52000427246094,234.13999938964844,234.6699981689453,148000000
1986-03-19,0.06024008244276047,0.06183927899946597,0.05970701692385864,0.061306213480564135,47894400,235.60000610351562,236.52000427246094,235.1300048828125,235.77999877929688,150000000
1986-03-20,0.05864090099930763,0.06024009796816689,0.05810783534302121,0.06024009796816689,58435200,236.5399932861328,237.08999633789062,235.60000610351562,235.60000610351562,148000000
1986-03-21,0.05704169720411301,0.059707025166578054,0.05597556601912699,0.058640893981592036,59990400,233.33999633789062,237.35000610351562,233.2899932861328,236.5399932861328,199100000
1986-03-24,0.055442485958337784,0.0570416823184898,0.054909420504953774,0.0570416823184898,65289600,235.3300018310547,235.3300018310547,232.9199981689453,233.33999633789062,143800000
1986-03-25,0.0565086230635643,0.0565086230635643,0.05490942652799563,0.055442492039851854,32083200,234.72000122070312,235.3300018310547,233.6199951171875,235.3300018310547,139300000
1986-03-26,0.05810781940817833,0.05864088491828278,0.0559755573677605,0.056508622877864956,22752000,237.3000030517578,237.7899932861328,234.7100067138672,234.72000122070312,161500000
1986-03-27,0.059173960238695145,0.059173960238695145,0.058107829041734914,0.058107829041734914,16848000,238.97000122070312,240.11000061035156,237.3000030517578,237.3000030517578,178100000
1986-03-31,0.05864090099930763,0.05917396665559405,0.05757476968673479,0.05917396665559405,12873600,238.89999389648438,239.86000061035156,238.0800018310547,238.97000122070312,134400000
1986-04-01,0.05810781940817833,0.05864088491828278,0.05810781940817832,0.05864088491828278,11088000,235.13999938964844,239.10000610351562,234.57000732421875,238.89999389648438,167400000
1986-04-02,0.05864090099930763,0.05970703231188047,0.05810783534302121,0.05810783534302121,27014400,235.7100067138672,235.7100067138672,233.39999389648438,235.13999938964844,145300000
