Date,Open,High,Low,Close,Volume,Open_SP500,High_SP500,Low_SP500,Close_SP500,Volume_SP500
1999-01-22,0.0376117005944252,0.04477530714919751,0.0355814614532041,0.0401187785903406,2714688000,1225.18994140625,1236.4100341796875,1217.969970703125,1235.1600341796875,785900000
1999-01-25,0.04155205935239792,0.042028898292131286,0.037611707302067456,0.040596543614194805,510480000,1233.97998046875,1233.97998046875,1219.4599609375,1225.18994140625,723900000
1999-01-26,0.03832788020372391,0.04286519762474585,0.037730910960754434,0.0420288934263442,343200000,1252.31005859375,1253.25,1233.97998046875,1233.97998046875,896400000
1999-01-27,0.038208670914173126,0.03940260605087674,0.036297642968090835,0.03844709036978854,244368000,1243.1700439453125,1262.6099853515625,1242.8199462890625,1252.31005859375,893800000
1999-01-28,0.03808854520320892,0.0384470916195532,0.03785012573984342,0.0382086721561877,227520000,1265.3699951171875,1266.4000244140625,1243.1700439453125,1243.1700439453125,848800000
1999-01-29,0.03629765659570694,0.03820868525926709,0.03629765659570694,0.038088558265092616,244032000,1279.6400146484375,1280.3699951171875,1255.1800537109375,1265.3699951171875,917000000
1999-02-01,0.03701474890112877,0.03725316844127635,0.0362976558375032,0.0362976558375032,154704000,1273.0,1283.75,1271.31005859375,1279.6400146484375,799400000
1999-02-02,0.034149106591939926,0.03725315406410354,0.033074382924815245,0.03629764182909284,264096000,1261.989990234375,1273.489990234375,1247.56005859375,1273.0,845500000
1999-02-03,0.034865278750658035,0.03534303650612015,0.033432008900365205,0.03367134724267107,75120000,1272.0699462890625,1276.0400390625,1255.27001953125,1261.989990234375,876500000
1999-02-04,0.036775410175323486,0.0377309226836864,0.03486529383986006,0.03534305180208901,181920000,1248.489990234375,1272.22998046875,1248.3599853515625,1272.0699462890625,854400000
1999-02-05,0.037850119173526764,0.03820866552766969,0.03641776478313528,0.03737236140033503,136848000,1239.4000244140625,1251.8599853515625,1232.280029296875,1248.489990234375,872000000
1999-02-08,0.03653697669506073,0.03820866961548884,0.03653697669506073,0.038088542670497945,154080000,1243.77001953125,1246.9300537109375,1231.97998046875,1239.4000244140625,705400000
