Date,Open,High,Low,Close,Volume,Open_SP500,High_SP500,Low_SP500,Close_SP500,Volume_SP500
1980-12-12,0.09872587025165558,0.09915508934467948,0.09872587025165558,0.09872587025165558,469033600,129.22999572753906,129.97999572753906,127.1500015258789,0.0,39530000
1980-12-15,0.09357528388500214,0.09400450299010096,0.09357528388500214,0.09400450299010096,175884800,129.4499969482422,131.3300018310547,128.63999938964844,0.0,39700000
1980-12-16,0.08670706301927567,0.08713627642763075,0.08670706301927567,0.08713627642763075,105728000,130.60000610351562,131.22000122070312,128.3300018310547,0.0,41630000
1980-12-17,0.08885315805673599,0.08928237727598114,0.08885315805673599,0.08885315805673599,86441600,132.88999938964844,133.58999633789062,130.22000122070312,0.0,50800000
1980-12-18,0.09142929315567017,0.09185850694099951,0.09142929315567017,0.09142929315567017,73449600,133.0,135.89999389648438,131.88999938964844,0.0,69570000
1980-12-19,0.0970090925693512,0.09743831204831675,0.0970090925693512,0.0970090925693512,48630400,133.6999969482422,134.0,131.8000030517578,0.0,50770000
1980-12-22,0.10173045843839645,0.10216044576719974,0.10173045843839645,0.10173045843839645,37363200,135.77999877929688,136.67999267578125,132.8800048828125,0.0,51950000
1980-12-23,0.10602332651615143,0.10645254564793596,0.10602332651615143,0.10602332651615143,46950400,135.3000030517578,137.47999572753906,134.00999450683594,0.0,55260000
1980-12-24,0.11160317063331604,0.11203238987967153,0.11160317063331604,0.11160317063331604,48003200,135.8800048828125,136.5500030517578,134.14999389648438,0.0,29490000
1980-12-26,0.12190514802932739,0.12233436733306928,0.12190514802932739,0.12190514802932739,55574400,136.57000732421875,137.02000427246094,135.1999969482422,0.0,16130000
1980-12-29,0.12362195551395416,0.12405117461538681,0.12362195551395415,0.12362195551395415,93161600,135.02999877929688,137.50999450683594,134.36000061035156,0.0,36060000
1980-12-30,0.12061746418476105,0.12104667189338661,0.12061746418476105,0.12104667189338661,68880000,135.3300018310547,136.50999450683594,134.0399932861328,0.0,39750000
1980-12-31,0.11718381196260452,0.11761303141977436,0.11718381196260451,0.11761303141977436,35750400,135.75999450683594,136.75999450683594,134.2899932861328,0.0,41210000
1981-01-02,0.11847147345542908,0.11932991247543918,0.11847147345542908,0.11847147345542908,21660800,136.33999633789062,137.10000610351562,134.61000061035156,0.0,28870000
1981-01-05,0.11589609831571579,0.11632530606367941,0.11589609831571579,0.11632530606367941,35728000,137.97000122070312,139.24000549316406,135.86000061035156,0.0,58710000
1981-01-06,0.11074480414390564,0.11117402366932816,0.11074480414390564,0.11117402366932816,45158400,138.1199951171875,140.32000732421875,135.77999877929688,0.0,67400000
1981-01-07,0.10602332651615143,0.10645254564793596,0.10602332651615143,0.10645254564793596,55686400,135.0800018310547,136.02000427246094,132.3000030517578,0.0,92890000
1981-01-08,0.10387729853391647,0.10430650638856989,0.10387729853391647,0.10430650638856989,39827200,133.05999755859375,136.10000610351562,131.9600067138672,0.0,55350000
1981-01-09,0.10945715010166168,0.10988636959991697,0.10945715010166168,0.10945715010166168,21504000,133.47999572753906,134.75999450683594,131.7100067138672,0.0,50190000
1981-01-12,0.10859869420528412,0.10945712151555259,0.10859869420528412,0.10945712151555259,23699200,133.52000427246094,135.8800048828125,132.7899932861328,0.0,48760000
1981-01-13,0.10473572462797165,0.1051649439402583,0.10473572462797165,0.1051649439402583,23049600,133.2899932861328,134.27000427246094,131.69000244140625,0.0,40890000
1981-01-14,0.10516494512557983,0.10559416444270424,0.10516494512557982,0.10516494512557982,14291200,133.47000122070312,135.25,132.64999389648438,0.0,41390000
1981-01-15,0.10731106251478195,0.10816948994508929,0.10731106251478195,0.10731106251478195,14067200,134.22000122070312,135.14999389648438,132.44000244140625,0.0,39640000
1981-01-16,0.10645255446434021,0.10688177363167269,0.10645255446434021,0.10688177363167269,13395200,134.77000427246094,135.91000366210938,133.35000610351562,0.0,43260000
1981-01-19,0.1128908321261406,0.1133200514303477,0.1128908321261406,0.1128908321261406,41574400,134.3699951171875,135.86000061035156,133.50999450683594,0.0,36470000
1981-01-20,0.10945715010166168,0.10988636959991697,0.10945715010166168,0.10988636959991697,30083200,131.64999389648438,135.3000030517578,131.25999450683594,0.0,41750000
1981-01-21,0.11160317063331604,0.11246159766398076,0.11160317063331604,0.11160317063331604,15904000,131.36000061035156,132.47999572753906,129.92999267578125,0.0,39190000
1981-01-22,0.1128908321261406,0.1137492707345548,0.1128908321261406,0.1128908321261406,35548800,130.25999450683594,132.0800018310547,129.22999572753906,0.0,39880000
1981-01-23,0.11246159672737122,0.11332003521293289,0.11246159672737122,0.11289081597015205,11222400,130.22999572753906,131.33999633789062,129.0,0.0,37220000
1981-01-26,0.11074480414390564,0.11117402366932816,0.11074480414390564,0.11117402366932816,24640000,129.83999633789062,131.17999267578125,128.57000732421875,0.0,35380000
1981-01-27,0.10988635569810867,0.11074478312396596,0.10988635569810867,0.11074478312396596,23699200,131.1199951171875,131.9499969482422,129.32000732421875,0.0,42260000
1981-01-28,0.10645255446434021,0.10688177363167269,0.10645255446434021,0.10688177363167269,28156800,130.33999633789062,132.41000366210938,129.82000732421875,0.0,36690000
1981-01-29,0.10258964449167252,0.10301886382472396,0.10258964449167252,0.10301886382472396,43904000,130.24000549316406,131.77999877929688,128.97000122070312,0.0,38170000
1981-01-30,0.0970090925693512,0.09786753152728231,0.0970090925693512,0.09786753152728231,46188800,129.5500030517578,131.64999389648438,128.61000061035156,0.0,41160000
1981-02-02,0.09142929315567017,0.09185850694099951,0.09142929315567017,0.09185850694099951,23766400,126.91000366210938,129.47999572753906,125.81999969482422,0.0,44070000
1981-02-03,0.09486299008131027,0.09529220370248347,0.09486299008131027,0.09486299008131027,19152000,128.4600067138672,128.9199981689453,125.88999938964844,0.0,45950000
1981-02-04,0.09829672425985336,0.0987259321599796,0.09829672425985336,0.09829672425985336,27865600,128.58999633789062,129.7100067138672,127.29000091552734,0.0,45520000
1981-02-05,0.09829672425985336,0.0991551515221552,0.09829672425985336,0.09829672425985336,7929600,129.6300048828125,130.49000549316406,127.98999786376953,0.0,45320000
1981-02-06,0.09872587025165558,0.09915508934467948,0.09872587025165558,0.09872587025165558,13865600,130.60000610351562,131.80999755859375,129.02999877929688,0.0,45820000
1981-02-09,0.09357528388500214,0.09443371636417855,0.09357528388500214,0.09443371636417855,16755200,129.27000427246094,131.38999938964844,128.61000061035156,0.0,38330000
1981-02-10,0.09357528388500214,0.09400450299010096,0.09357528388500214,0.09357528388500214,18345600,129.24000549316406,130.19000244140625,128.0500030517578,0.0,40820000
1981-02-11,0.090570829808712,0.0910000434516573,0.090570829808712,0.0910000434516573,13843200,128.24000549316406,129.9199981689453,127.5999984741211,0.0,37770000
1981-02-12,0.08971165120601654,0.09014163867201,0.08971165120601654,0.09014163867201,14560000,127.4800033569336,128.9499969482422,126.77999877929688,0.0,34700000
1981-02-13,0.08756551146507263,0.08842394416865831,0.08756551146507263,0.08842394416865831,11155200,126.9800033569336,128.33999633789062,126.04000091552734,0.0,33360000
