Open,Open_SP500,Close_lag_1,SMA_20_lag1,SMA_50_lag1,RSI_14_lag1,MACD_12_26_9_lag1,MACDh_12_26_9_lag1,MACDs_12_26_9_lag1,BBL_20_2.0_lag1,BBM_20_2.0_lag1,BBU_20_2.0_lag1,BBB_20_2.0_lag1,BBP_20_2.0_lag1,BBW_lag1,BB%B_lag1,Squeeze_lag1,Breakout_lag1,Dist_from_Middle_lag1,Z_Score_lag1,BB_Ratio_lag1,MACD_Buy_Signal_lag1,MACD_Sell_Signal_lag1,days_since_covid_begin,days_since_covid_end,season_Spring,season_Summer,season_Winter,day,month,year,day_of_week,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Close_lag_6,Close_lag_7,Close_lag_8,Close_lag_9,Close_lag_10,Close_lag_11,Close_lag_12,Close_lag_13,Close_lag_14,Close_lag_15,High_SP500_lag_1,Low_SP500_lag_1,Close_SP500_lag_1,Volume_SP500_lag_1,Volume_lag_1,High_lag_1,Low_lag_1,ChangeRatio
0.109895996749401,922.02001953125,0.1140630021691322,0.1145313002169132,0.09695317983627316,54.083629004013076,0.0040194754294526625,-0.0016111837654094446,0.005630659194862107,0.1047157013792725,0.1145313002169132,0.1243468990545539,17.14046521614744,0.4761452125577315,0.019631197675281403,0.4761452125577315,0,0,-0.0004682980477809934,-0.095419149769074,1.187471386016684,0,0,-8246,-9396,False,True,False,13,8,1997,2,0.1145830005407333,0.1083329990506172,0.1124999970197677,0.1104170009493827,0.1166670024394989,0.1187499985098838,0.1171879991889,0.1218750029802322,0.125,0.1182290017604827,0.1114580035209655,0.1109379976987838,0.1151039972901344,0.109375,942.989990234375,925.6599731445312,937.0,499310000.0,11424000.0,0.1151039972901344,0.109895996749401,-2.2838243765528943
0.1169269979000091,899.469970703125,0.1151039972901344,0.11079430058598513,0.10418751999735829,56.72302478330993,0.0010807402120838333,2.6958928538155973e-05,0.0010537812835456773,0.10163949065199986,0.11079430058598513,0.11994911051997041,16.525777744100512,0.7353788191795462,0.018309619867970556,0.7353788191795462,0,0,0.004309696704149268,0.9415152767181849,1.1801427747277902,1,0,-8230,-9380,False,True,False,29,8,1997,4,0.1153649985790252,0.1119790002703666,0.1052080020308494,0.1052080020308494,0.1067709997296333,0.109375,0.1046880036592483,0.1026040017604827,0.1067709997296333,0.1088540032505989,0.1114580035209655,0.1140630021691322,0.1145830005407333,0.1083329990506172,915.9000244140624,898.6500244140625,913.7000122070312,486300000.0,22944000.0,0.1197919994592666,0.1140630021691322,2.714940005490276
0.161979004740715,933.6199951171876,0.1265629976987838,0.11292975097894664,0.10958338022232052,64.97784452117479,0.004000109051312817,0.0015782098644998126,0.0024218991868130042,0.09908348594903624,0.11292975097894664,0.12677601600885705,24.521908372031646,0.9923077339046632,0.027692530059820808,0.9923077339046632,0,0,0.01363324671983715,1.9692309356186528,1.279486836727409,0,0,-8219,-9369,False,False,False,9,9,1997,1,0.1291670054197311,0.1182290017604827,0.1171879991889,0.1171879991889,0.1182290017604827,0.1151039972901344,0.1153649985790252,0.1119790002703666,0.1052080020308494,0.1052080020308494,0.1067709997296333,0.109375,0.1046880036592483,0.1026040017604827,936.5,929.0499877929688,929.0499877929688,466430000.0,112968000.0,0.1510419994592666,0.125,24.073388364442067
0.1843750029802322,923.9099731445312,0.1666669994592666,0.12039070092141624,0.11480214029550549,82.10574395670136,0.01182875521688237,0.0058061437388414495,0.00602261147804092,0.08179407368630022,0.12039070092141624,0.15898732815653227,64.1189509483952,1.099486300395533,0.07719325447023205,1.099486300395533,0,1,0.04627629853785037,2.3979452015821323,1.9437511911472534,0,0,-8216,-9366,False,False,False,12,9,1997,4,0.1656250059604644,0.1570309996604919,0.1265629976987838,0.1291670054197311,0.1182290017604827,0.1171879991889,0.1171879991889,0.1182290017604827,0.1151039972901344,0.1153649985790252,0.1119790002703666,0.1052080020308494,0.1052080020308494,0.1067709997296333,919.030029296875,902.5599975585938,919.030029296875,575020000.0,85248000.0,0.1666669994592666,0.1520829945802688,-4.375192727508763
0.1703130006790161,943.0,0.15625,0.1294271502643823,0.11983338013291356,61.454165042926135,0.0150240472018012,0.004835690745476389,0.01018835645632481,0.08054404782998623,0.1294271502643823,0.1783102526987784,75.53763230441528,0.7743570722788665,0.09776620486879217,0.7743570722788665,0,0,0.026822849735617688,1.097428289115466,2.2138228398349034,0,0,-8211,-9361,False,False,False,17,9,1997,2,0.1833329945802688,0.1593749970197677,0.1666669994592666,0.1656250059604644,0.1570309996604919,0.1265629976987838,0.1291670054197311,0.1182290017604827,0.1171879991889,0.1171879991889,0.1182290017604827,0.1151039972901344,0.1153649985790252,0.1119790002703666,947.6599731445312,919.77001953125,919.77001953125,636380000.0,128640000.0,0.1770830005407333,0.1559900045394897,10.666875839233345
0.2010419964790344,955.4099731445312,0.2000000029802322,0.17390635050833222,0.1369948405027389,61.82225147295165,0.023636741549879686,0.0017923681580515327,0.021844373391828154,0.10636800646513782,0.17390635050833222,0.24144469455152662,77.6720848270098,0.6931765787388251,0.13507668808638879,0.6931765787388251,0,0,0.026093652471899986,0.7727063149553,2.2698995926999936,0,0,-8197,-9347,False,False,False,1,10,1997,2,0.2072920054197311,0.2036460041999817,0.2171880006790161,0.2322919964790344,0.224479004740715,0.2000000029802322,0.1690099984407425,0.171875,0.1729169934988021,0.15625,0.1833329945802688,0.1593749970197677,0.1666669994592666,0.1656250059604644,955.1699829101562,947.280029296875,953.3400268554688,587500000.0,105096000.0,0.2174479961395263,0.190103992819786,10.937496856786346
0.1812500059604644,944.1599731445312,0.1989579945802688,0.2038412012159824,0.15778650060296054,55.08879760731006,0.010439836543917447,-0.003943230116052151,0.014383066659969598,0.17757373854810052,0.2038412012159824,0.23010866388386428,25.772476330778556,0.4070483758280076,0.05253492533576376,0.4070483758280076,0,0,-0.004883206635713594,-0.37180649668796956,1.2958485064588157,0,0,-8181,-9331,False,False,False,17,10,1997,4,0.1984380036592483,0.203125,0.1963540017604828,0.1864580065011978,0.2000000029802322,0.2072920054197311,0.2041669934988021,0.2000000029802322,0.2041669934988021,0.2020830065011978,0.2218749970197677,0.2000000029802322,0.2072920054197311,0.2036460041999817,973.3800048828124,950.77001953125,965.719970703125,597010000.0,69624000.0,0.1989579945802688,0.1802079975605011,-9.162231886304827
0.1911460012197494,955.6099853515624,0.1807290017604828,0.2044271513819694,0.15915108069777484,47.288947395396924,0.00820238451833935,-0.0049445457133041985,0.01314693023164355,0.1809154849161344,0.2044271513819694,0.2279388178478044,23.00248896185396,-0.003965757933887801,0.04702333293166999,-0.003965757933887801,0,1,-0.023698149621486614,-2.015863031735551,1.2599187844725852,0,0,-8178,-9328,False,False,False,20,10,1997,0,0.1989579945802688,0.1984380036592483,0.203125,0.1963540017604828,0.1864580065011978,0.2000000029802322,0.2072920054197311,0.2041669934988021,0.2000000029802322,0.2041669934988021,0.2020830065011978,0.2218749970197677,0.2000000029802322,0.2072920054197311,955.22998046875,931.5800170898438,955.22998046875,624980000.0,50688000.0,0.1828130036592483,0.1760420054197311,1.7291065569593602
0.2562499940395355,903.6799926757812,0.2572920024394989,0.20632810071110722,0.17661982044577595,62.86655322722222,0.013469600442530455,0.002370875952007908,0.011098724490522547,0.16886522663640152,0.20632810071110722,0.2437909747858129,36.31388448358742,1.1801920966710033,0.07492574814941139,1.1801920966710033,0,1,0.050963901728391686,2.7207683866840138,1.4437014632428768,1,0,-8168,-9318,False,False,False,30,10,1997,3,0.1958329975605011,0.240104004740715,0.2374999970197677,0.2114579975605011,0.2208330035209655,0.1979169994592666,0.1838539987802505,0.1807290017604828,0.1989579945802688,0.1984380036592483,0.203125,0.1963540017604828,0.1864580065011978,0.2000000029802322,935.239990234375,913.8800048828124,921.8499755859376,777660000.0,142536000.0,0.2750000059604645,0.25,1.2145779469627054
0.2208330035209655,938.22998046875,0.2114579975605011,0.22739580050110814,0.20644792050123212,48.83730540052941,0.0006030241747465304,-0.006653224613663071,0.007256248788409601,0.17765282264858734,0.22739580050110814,0.27713877835362893,43.75012884398311,0.3397984637363305,0.0994859557050416,0.3397984637363305,0,0,-0.015937802940607038,-0.6408061450546779,1.56000211098156,0,0,-8149,-9299,False,False,False,18,11,1997,1,0.1968750059604644,0.1973959952592849,0.1888020038604736,0.212239995598793,0.2249999940395355,0.2208330035209655,0.2458329945802688,0.2489580065011978,0.25,0.2609379887580871,0.2682290077209472,0.2604170143604278,0.2572920024394989,0.1958329975605011,949.6599731445312,928.3499755859376,928.3499755859376,576540000.0,147888000.0,0.2270829975605011,0.2109380066394806,3.4484401269394205
